AccX_var,AccY_var,AccZ_var,GyrX_var,GyrY_var,GyrZ_var,AccX_ave,AccY_ave,AccZ_ave,GyrX_ave,GyrY_ave,GyrZ_ave,AccX_max,AccY_max,AccZ_max,GyrX_max,GyrY_max,GyrZ_max,AccX_cov,AccY_cov,AccZ_cov,GyrX_cov,GyrY_cov,GyrZ_cov,AccX_min,AccY_min,AccZ_min,GyrX_min,GyrY_min,GyrZ_min,Teknik
32.72057153691086,6.4958037082461555,44.27908660698061,2.6487708451211134,3.0131843926884803,2.1818277852968744,5.7240839124651455,3.5238521175294504,-0.37167803688516254,0.20810534862186567,-0.04651092528997465,0.2791562109080548,13.10772542891253,7.303683804748628,10.591744876491457,3.3011227350783336,3.00978101830683,4.417010223977839,5.7317216985134785,1.8572925773294153,-116.98913327585699,12.16514260541561,-60.049629142727646,8.365891653365752,-0.008297435849929428,0.9735102824238804,-7.046517124196706,-1.4003449029059898,-1.791387037224963,-1.2037539210987533,Benar
29.72518426146189,7.3117379422381505,37.29288151242254,1.5081860773033862,1.814086484876419,1.440823715274943,5.972488771986321,3.8739491066430687,-0.14683791568241153,0.07625960261686826,-0.12312596323927417,0.16799131123883035,15.398300198843655,8.494088080180115,6.72312742897504,2.5956825866397386,3.4203116828689666,2.89754252889085,4.95619577680831,1.8984211088804925,-238.0499896953952,16.959465114409642,-17.285985683646384,10.055900293484154,0.5524293783584909,1.1684164017128496,-6.246892702016359,-1.1564794612778129,-1.4477834876413411,-1.0439128379805545,Benar
14.074238493352581,9.897178936291375,37.839477883099605,2.1311810503310946,1.9655566365638637,1.5967520647647382,7.030799019989293,3.564852458443115,1.8147939810108178,0.10850750973725469,-0.0011609287918398301,0.1143339455525569,13.69771786241212,9.101979008255794,8.803555691508727,3.509382061099852,3.403631212665952,4.40570266877588,1.9983937370121054,2.7490792331450487,20.807594552626774,18.98455648000267,-587.0784532736883,14.443733968570028,3.2980050849773015,0.43313834562315245,-4.334319467461703,-1.3540758820776753,-1.4064693500383305,-1.139773987712637,Benar
34.460531706040115,12.436251370273817,37.85978142310251,1.731220757482749,2.324053546805227,1.665364761495024,5.981385282564972,3.9202018988621874,-1.183501229556081,0.13745074821644326,-0.13606954094484536,0.1484189800621564,12.896653527508022,9.795770219450276,6.9082584100607525,2.6152012812909087,4.402796927407609,3.395378862454281,5.749877036304308,3.1611531338122187,-32.24040868711753,12.831311023301103,-17.609858112964375,11.411156026818666,0.12200976837810892,0.4050193766590521,-7.323879122620176,-1.18395420682531,-1.650172715711911,-1.1459367573923143,Benar
14.073215183772913,9.905907389286373,37.833357510029515,2.1585878781870473,1.9712177392002623,1.5761273905392963,7.036878586517127,3.5962631314700335,1.810215777672805,0.11004011454781853,-0.0011871487831071107,0.10805230930919725,13.690429370154662,9.095982811181358,8.80063496019602,3.485220729906728,3.3904552494910543,4.396712150022094,2.010721530505779,2.761890267956727,20.794844959958173,18.98735045065371,-587.068462540998,14.483996161043066,3.2756224983744064,0.446734141855654,-4.333750197879366,-1.3697779747843681,-1.415209612132806,-1.1545277448341138,Benar
32.671499335076426,6.235056628460767,50.063524677566384,3.1384887605049006,3.501757635404488,1.9264299891901395,5.975345949158057,3.660011103116666,0.9241911046353278,0.33379232979196255,0.00791619487266144,0.2500077034300307,13.898154731725532,10.190368900527817,12.798692204994255,3.8915658360582923,4.385865443794228,4.397328658392674,5.451471829525649,1.6870159811203653,55.16076828806565,9.5736274137815,4.032750760834201e+16,7.530113456837919,0.26926951925521153,1.1941615547334254,-6.166974760684954,-1.4486602892323894,-1.8475585809443393,-1.1305574504123395,Benar
34.43500166068776,25.727798429395897,45.986701535068704,3.2656188370079904,2.1496835199756053,1.257007418811866,4.514049298566645,4.440967899980094,0.4467757718577809,0.26416190303534276,0.2667442039669449,-0.11197328843691726,19.595288680195715,10.789130615481254,11.085747054606095,3.204940159708094,4.384116677712629,2.2137797601292486,7.622160405192745,5.798374890675985,104.34597396505559,12.377053510056399,8.747008917027498,-10.289480330003748,-1.3385811422700256,-0.6314787432977983,-6.3315956825454425,-1.5522261997496998,-1.216653627869006,-1.2461009762082442,Benar
34.87535294119386,24.303373330286654,52.145037170424196,2.760038285632985,3.6428970783735664,1.5896762492717946,5.942136577418344,3.158593527101647,-0.130049287107227,0.2255233055689776,-0.10568021877292058,0.1390075739570591,13.398228673831277,9.709783715080203,9.385756857398594,3.30089051462175,4.402606003295675,4.401522908911923,5.836725562086795,7.689857048353557,-387.413872679381,12.140814079823986,-39.439408143087675,10.80380632585632,0.05198453162557375,-1.7778073727167938,-7.3575281126867536,-1.4178360532115752,-2.0062410757322287,-1.1196659216115739,Benar
32.73897219103287,6.488318681081478,44.28482321829731,2.6306840350105696,3.013269355314291,2.1810897167027723,5.718466083871107,3.5160589502185218,-0.39065686190311716,0.21993562744704334,-0.046023539753753485,0.2624797154157759,13.104565934201938,7.302447695985925,10.600506031836554,3.295391859508092,2.995583739687044,4.399516074827825,5.712246419797569,1.8548955331732917,-116.97888626340173,12.133860497770213,-60.039099428651085,8.342536256607557,-0.01514689757346166,0.9564295113677096,-7.025420785261733,-1.4182426923171958,-1.8015589915703045,-1.2123078405365908,Benar
42.8782712687728,10.181843135367783,37.80832438302048,3.9678015528259034,2.7848703812255855,2.9216227111980033,5.808314482306244,3.0213625373714996,-0.6420431034872365,0.16486774570047372,0.006762013185732205,0.1528559478339948,13.994320866115945,9.704373075587347,6.589534267313916,4.194333939021534,4.0936871415840255,4.399932624167742,7.383788646224816,3.390347079218815,-59.07948254724898,24.7123566503298,347.47814903133605,18.30613975839291,-0.7565289802076173,-0.18055568100449274,-6.7953941105714035,-1.8352866440149602,-1.6636825976805751,-1.563861106559566,Benar
21.529918205611477,5.816896507611613,44.120033587464114,3.266373631794467,0.7770675039400665,1.660967671023435,3.7709682127926727,6.523064007860614,-1.8831576598996485,0.10364914619154557,-0.2629875146739091,-0.1426764489806704,12.90477038741917,9.390968559445408,10.410443206502087,2.7869546425351275,1.7996036371616633,3.494444576953148,5.688017871299681,0.8809458558937703,-23.3245834284875,32.6632628153679,-3.2786799510432925,-12.309564278514507,-0.8595776031788086,4.1133512684332905,-8.532582127351152,-1.7053177336843972,-1.1084766551728307,-1.4224774578718942,Benar
